date,date_japanese_era,seq,municipality_class,ward_jp,park_class_jp,park_count,park_area_m2,tokyo_ward,municipality_class_en,park_class_en
2019-04-01,H31.4.1,3,区部,港区,海上,3.0,541118.77,Minato,Ward area,sea
2019-04-01,H31.4.1,8,区部,江東区,海上,18.0,1985942.58,Koto,Ward area,sea
2019-04-01,H31.4.1,9,区部,品川区,海上,6.0,512212.09,Shinagawa,Ward area,sea
2019-04-01,H31.4.1,11,区部,大田区,海上,9.0,836499.57,Ota,Ward area,sea
2019-04-01,H31.4.1,23,区部,江戸川区,海上,1.0,4117473.01,Edogawa,Ward area,sea
2020-04-01,R2.4.1,1,区部,千代田区,都立,1.0,161636.66,Chiyoda,Ward area,Metropolitan
2020-04-01,R2.4.1,2,区部,中央区,都立,1.0,250215.72,Chuo,Ward area,Metropolitan
2020-04-01,R2.4.1,3,区部,港区,都立,4.0,235658.05,Minato,Ward area,Metropolitan
2020-04-01,R2.4.1,4,区部,新宿区,都立,1.0,186471.81,Shinjuku,Ward area,Metropolitan
2020-04-01,R2.4.1,5,区部,文京区,都立,2.0,158656.58,Bunkyo,Ward area,Metropolitan
2020-04-01,R2.4.1,6,区部,台東区,都立,2.0,556742.43,Taito,Ward area,Metropolitan
2020-04-01,R2.4.1,7,区部,墨田区,都立,3.0,133593.01,Sumida,Ward area,Metropolitan
2020-04-01,R2.4.1,8,区部,江東区,都立,6.0,1139836.5,Koto,Ward area,Metropolitan
2020-04-01,R2.4.1,9,区部,品川区,都立,2.0,218348.36,Shinagawa,Ward area,Metropolitan
2020-04-01,R2.4.1,10,区部,目黒区,都立,0.0,114276.0,Meguro,Ward area,Metropolitan
2020-04-01,R2.4.1,12,区部,世田谷区,都立,4.0,921707.9,Setagaya,Ward area,Metropolitan
2020-04-01,R2.4.1,13,区部,渋谷区,都立,2.0,568910.03,Shibuya,Ward area,Metropolitan
2020-04-01,R2.4.1,15,区部,杉並区,都立,3.0,536031.81,Suginami,Ward area,Metropolitan
2020-04-01,R2.4.1,17,区部,北区,都立,1.0,71647.37,Kita,Ward area,Metropolitan
2020-04-01,R2.4.1,18,区部,荒川区,都立,2.0,191211.11,Arakawa,Ward area,Metropolitan
2020-04-01,R2.4.1,19,区部,板橋区,都立,2.0,462479.86,Itabashi,Ward area,Metropolitan
2020-04-01,R2.4.1,20,区部,練馬区,都立,4.0,1059015.96,Nerima,Ward area,Metropolitan
2020-04-01,R2.4.1,21,区部,足立区,都立,3.0,911199.18,Adachi,Ward area,Metropolitan
2020-04-01,R2.4.1,22,区部,葛飾区,都立,1.0,928870.86,Katsushika,Ward area,Metropolitan
2020-04-01,R2.4.1,23,区部,江戸川区,都立,4.0,1315984.77,Edogawa,Ward area,Metropolitan
2020-04-01,R2.4.1,24,区部,その他　※1,都立,0.0,34759.95,,Ward area,Metropolitan
2020-04-01,R2.4.1,1,市部,八王子市,都立,5.0,1257579.49,,city ​​area,Metropolitan
2020-04-01,R2.4.1,2,市部,立川市,都立,0.0,32774.81,,city ​​area,Metropolitan
2020-04-01,R2.4.1,3,市部,武蔵野市,都立,1.0,420595.58,,city ​​area,Metropolitan
2020-04-01,R2.4.1,4,市部,三鷹市,都立,1.0,472969.89,,city ​​area,Metropolitan
2020-04-01,R2.4.1,6,市部,府中市,都立,3.0,489027.07,,city ​​area,Metropolitan
2020-04-01,R2.4.1,7,市部,昭島市,都立,0.0,13123.67,,city ​​area,Metropolitan
2020-04-01,R2.4.1,8,市部,調布市,都立,3.0,946863.42,,city ​​area,Metropolitan
2020-04-01,R2.4.1,9,市部,町田市,都立,3.0,1045140.49,,city ​​area,Metropolitan
2020-04-01,R2.4.1,10,市部,小金井市,都立,1.0,728440.03,,city ​​area,Metropolitan
2020-04-01,R2.4.1,11,市部,小平市,都立,2.0,161062.31,,city ​​area,Metropolitan
2020-04-01,R2.4.1,12,市部,日野市,都立,1.0,601372.54,,city ​​area,Metropolitan
2020-04-01,R2.4.1,13,市部,東村山市,都立,3.0,657462.91,,city ​​area,Metropolitan
2020-04-01,R2.4.1,14,市部,国分寺市,都立,2.0,135732.02,,city ​​area,Metropolitan
2020-04-01,R2.4.1,16,市部,福生市,都立,0.0,498.14,,city ​​area,Metropolitan
2020-04-01,R2.4.1,18,市部,東大和市,都立,2.0,386745.34,,city ​​area,Metropolitan
2020-04-01,R2.4.1,20,市部,東久留米市,都立,1.0,50112.04,,city ​​area,Metropolitan
2020-04-01,R2.4.1,21,市部,武蔵村山市,都立,1.0,1027206.98,,city ​​area,Metropolitan
2020-04-01,R2.4.1,22,市部,多摩市,都立,1.0,339322.38,,city ​​area,Metropolitan
2020-04-01,R2.4.1,25,市部,あきる野市,都立,1.0,118447.07,,city ​​area,Metropolitan
2020-04-01,R2.4.1,26,市部,西東京市,都立,1.0,102729.27,,city ​​area,Metropolitan
2020-04-01,R2.4.1,1,郡部,瑞穂町,都立,1.0,1047011.99,,county,Metropolitan
2020-04-01,R2.4.1,9,島部,小笠原村,都立,1.0,153125.94,,island part,Metropolitan
2020-04-01,R2.4.1,1,区部,千代田区,区市町村,22.0,104569.21,Chiyoda,Ward area,Ward municipality
2020-04-01,R2.4.1,2,区部,中央区,区市町村,57.0,336528.24,Chuo,Ward area,Ward municipality
2020-04-01,R2.4.1,3,区部,港区,区市町村,47.0,267720.85,Minato,Ward area,Ward municipality
2020-04-01,R2.4.1,4,区部,新宿区,区市町村,177.0,360802.33,Shinjuku,Ward area,Ward municipality
2020-04-01,R2.4.1,5,区部,文京区,区市町村,45.0,203327.33,Bunkyo,Ward area,Ward municipality
2020-04-01,R2.4.1,6,区部,台東区,区市町村,50.0,193301.39,Taito,Ward area,Ward municipality
2020-04-01,R2.4.1,7,区部,墨田区,区市町村,141.0,639642.32,Sumida,Ward area,Ward municipality
2020-04-01,R2.4.1,8,区部,江東区,区市町村,171.0,1157793.09,Koto,Ward area,Ward municipality
2020-04-01,R2.4.1,9,区部,品川区,区市町村,149.0,518332.84,Shinagawa,Ward area,Ward municipality
2020-04-01,R2.4.1,10,区部,目黒区,区市町村,83.0,350307.57,Meguro,Ward area,Ward municipality
2020-04-01,R2.4.1,11,区部,大田区,区市町村,507.0,2053408.9,Ota,Ward area,Ward municipality
2020-04-01,R2.4.1,12,区部,世田谷区,区市町村,426.0,1618389.49,Setagaya,Ward area,Ward municipality
2020-04-01,R2.4.1,13,区部,渋谷区,区市町村,129.0,160946.53,Shibuya,Ward area,Ward municipality
2020-04-01,R2.4.1,14,区部,中野区,区市町村,167.0,445605.15,Nakano,Ward area,Ward municipality
2020-04-01,R2.4.1,15,区部,杉並区,区市町村,277.0,624264.74,Suginami,Ward area,Ward municipality
2020-04-01,R2.4.1,16,区部,豊島区,区市町村,89.0,189934.81,Toshima,Ward area,Ward municipality
2020-04-01,R2.4.1,17,区部,北区,区市町村,83.0,895152.28,Kita,Ward area,Ward municipality
2020-04-01,R2.4.1,18,区部,荒川区,区市町村,36.0,207050.45,Arakawa,Ward area,Ward municipality
2020-04-01,R2.4.1,19,区部,板橋区,区市町村,344.0,1421730.55,Itabashi,Ward area,Ward municipality
2020-04-01,R2.4.1,20,区部,練馬区,区市町村,466.0,976879.91,Nerima,Ward area,Ward municipality
2020-04-01,R2.4.1,21,区部,足立区,区市町村,347.0,2237372.04,Adachi,Ward area,Ward municipality
2020-04-01,R2.4.1,22,区部,葛飾区,区市町村,153.0,915886.34,Katsushika,Ward area,Ward municipality
2020-04-01,R2.4.1,23,区部,江戸川区,区市町村,331.0,2132362.67,Edogawa,Ward area,Ward municipality
2020-04-01,R2.4.1,1,市部,八王子市,区市町村,801.0,5640853.0,,city ​​area,Ward municipality
2020-04-01,R2.4.1,2,市部,立川市,区市町村,99.0,585054.86,,city ​​area,Ward municipality
2020-04-01,R2.4.1,3,市部,武蔵野市,区市町村,113.0,197936.91,,city ​​area,Ward municipality
2020-04-01,R2.4.1,4,市部,三鷹市,区市町村,38.0,126131.32,,city ​​area,Ward municipality
2020-04-01,R2.4.1,5,市部,青梅市,区市町村,102.0,603642.93,,city ​​area,Ward municipality
2020-04-01,R2.4.1,6,市部,府中市,区市町村,270.0,1310118.58,,city ​​area,Ward municipality
2020-04-01,R2.4.1,7,市部,昭島市,区市町村,42.0,482167.42,,city ​​area,Ward municipality
2020-04-01,R2.4.1,8,市部,調布市,区市町村,205.0,291139.22,,city ​​area,Ward municipality
2020-04-01,R2.4.1,9,市部,町田市,区市町村,717.0,3237644.24,,city ​​area,Ward municipality
2020-04-01,R2.4.1,10,市部,小金井市,区市町村,11.0,67894.0,,city ​​area,Ward municipality
2020-04-01,R2.4.1,11,市部,小平市,区市町村,315.0,356715.0,,city ​​area,Ward municipality
2020-04-01,R2.4.1,12,市部,日野市,区市町村,201.0,721993.74,,city ​​area,Ward municipality
2020-04-01,R2.4.1,13,市部,東村山市,区市町村,18.0,132880.72,,city ​​area,Ward municipality
2020-04-01,R2.4.1,14,市部,国分寺市,区市町村,14.0,87844.4,,city ​​area,Ward municipality
2020-04-01,R2.4.1,15,市部,国立市,区市町村,25.0,153917.02,,city ​​area,Ward municipality
2020-04-01,R2.4.1,16,市部,福生市,区市町村,55.0,402102.39,,city ​​area,Ward municipality
2020-04-01,R2.4.1,17,市部,狛江市,区市町村,29.0,106614.46,,city ​​area,Ward municipality
2020-04-01,R2.4.1,18,市部,東大和市,区市町村,100.0,309392.92,,city ​​area,Ward municipality
2020-04-01,R2.4.1,19,市部,清瀬市,区市町村,4.0,50685.48,,city ​​area,Ward municipality
2020-04-01,R2.4.1,20,市部,東久留米市,区市町村,145.0,208499.82,,city ​​area,Ward municipality
2020-04-01,R2.4.1,21,市部,武蔵村山市,区市町村,18.0,220235.75,,city ​​area,Ward municipality
2020-04-01,R2.4.1,22,市部,多摩市,区市町村,208.0,2012496.69,,city ​​area,Ward municipality
2020-04-01,R2.4.1,23,市部,稲城市,区市町村,130.0,1008551.73,,city ​​area,Ward municipality
2020-04-01,R2.4.1,24,市部,羽村市,区市町村,71.0,337385.37,,city ​​area,Ward municipality
2020-04-01,R2.4.1,25,市部,あきる野市,区市町村,32.0,181039.74,,city ​​area,Ward municipality
2020-04-01,R2.4.1,26,市部,西東京市,区市町村,52.0,173001.35,,city ​​area,Ward municipality
2020-04-01,R2.4.1,1,郡部,瑞穂町,区市町村,55.0,171425.35,,county,Ward municipality
2020-04-01,R2.4.1,2,郡部,日の出町,区市町村,23.0,55644.7,,county,Ward municipality
2020-04-01,R2.4.1,1,島部,大島町,区市町村,2.0,68546.94,,island part,Ward municipality
2020-04-01,R2.4.1,2,島部,新島村,区市町村,4.0,12400.0,,island part,Ward municipality
2020-04-01,R2.4.1,4,島部,八丈町,区市町村,4.0,112971.38,,island part,Ward municipality
2020-04-01,R2.4.1,9,島部,小笠原村,区市町村,3.0,9406.68,,island part,Ward municipality
2020-04-01,R2.4.1,8,区部,江東区,国営,1.0,67000.0,Koto,Ward area,National government
2020-04-01,R2.4.1,2,市部,立川市,国営,1.0,1078000.0,,city ​​area,National government
2020-04-01,R2.4.1,7,市部,昭島市,国営,,616000.0,,city ​​area,National government
2020-04-01,R2.4.1,2,区部,中央区,海上,1.0,24513.27,Chuo,Ward area,sea
2020-04-01,R2.4.1,3,区部,港区,海上,3.0,541118.77,Minato,Ward area,sea
2020-04-01,R2.4.1,8,区部,江東区,海上,19.0,2691754.18,Koto,Ward area,sea
2020-04-01,R2.4.1,9,区部,品川区,海上,6.0,512212.09,Shinagawa,Ward area,sea
2020-04-01,R2.4.1,11,区部,大田区,海上,9.0,839399.77,Ota,Ward area,sea
2020-04-01,R2.4.1,23,区部,江戸川区,海上,1.0,4117473.01,Edogawa,Ward area,sea
2021-04-01,R3.4.1,1,区部,千代田区,都立,1.0,161636.66,Chiyoda,Ward area,Metropolitan
2021-04-01,R3.4.1,2,区部,中央区,都立,1.0,250215.72,Chuo,Ward area,Metropolitan
2021-04-01,R3.4.1,3,区部,港区,都立,4.0,235658.05,Minato,Ward area,Metropolitan
2021-04-01,R3.4.1,4,区部,新宿区,都立,1.0,186471.81,Shinjuku,Ward area,Metropolitan
2021-04-01,R3.4.1,5,区部,文京区,都立,2.0,158656.58,Bunkyo,Ward area,Metropolitan
2021-04-01,R3.4.1,6,区部,台東区,都立,2.0,556742.43,Taito,Ward area,Metropolitan
2021-04-01,R3.4.1,7,区部,墨田区,都立,3.0,133593.01,Sumida,Ward area,Metropolitan
2021-04-01,R3.4.1,8,区部,江東区,都立,6.0,1139836.5,Koto,Ward area,Metropolitan
2021-04-01,R3.4.1,9,区部,品川区,都立,2.0,218348.36,Shinagawa,Ward area,Metropolitan
2021-04-01,R3.4.1,10,区部,目黒区,都立,0.0,114276.0,Meguro,Ward area,Metropolitan
2021-04-01,R3.4.1,12,区部,世田谷区,都立,4.0,921707.9,Setagaya,Ward area,Metropolitan
2021-04-01,R3.4.1,13,区部,渋谷区,都立,2.0,568910.03,Shibuya,Ward area,Metropolitan
2021-04-01,R3.4.1,15,区部,杉並区,都立,4.0,562429.48,Suginami,Ward area,Metropolitan
2021-04-01,R3.4.1,17,区部,北区,都立,1.0,71647.37,Kita,Ward area,Metropolitan
2021-04-01,R3.4.1,18,区部,荒川区,都立,2.0,191211.11,Arakawa,Ward area,Metropolitan
2021-04-01,R3.4.1,19,区部,板橋区,都立,2.0,462479.86,Itabashi,Ward area,Metropolitan
2021-04-01,R3.4.1,20,区部,練馬区,都立,4.0,1059015.96,Nerima,Ward area,Metropolitan
2021-04-01,R3.4.1,21,区部,足立区,都立,3.0,911199.18,Adachi,Ward area,Metropolitan
2021-04-01,R3.4.1,22,区部,葛飾区,都立,1.0,928870.86,Katsushika,Ward area,Metropolitan
2021-04-01,R3.4.1,23,区部,江戸川区,都立,4.0,1317384.82,Edogawa,Ward area,Metropolitan
2021-04-01,R3.4.1,24,区部,その他　※1,都立,0.0,34759.95,,Ward area,Metropolitan
2021-04-01,R3.4.1,1,市部,八王子市,都立,5.0,1262133.43,,city ​​area,Metropolitan
2021-04-01,R3.4.1,2,市部,立川市,都立,0.0,32774.81,,city ​​area,Metropolitan
2021-04-01,R3.4.1,3,市部,武蔵野市,都立,1.0,420595.58,,city ​​area,Metropolitan
2021-04-01,R3.4.1,4,市部,三鷹市,都立,1.0,472969.89,,city ​​area,Metropolitan
2021-04-01,R3.4.1,6,市部,府中市,都立,3.0,489119.07,,city ​​area,Metropolitan
2021-04-01,R3.4.1,7,市部,昭島市,都立,0.0,13123.67,,city ​​area,Metropolitan
2021-04-01,R3.4.1,8,市部,調布市,都立,3.0,946863.42,,city ​​area,Metropolitan
2021-04-01,R3.4.1,9,市部,町田市,都立,3.0,1045140.49,,city ​​area,Metropolitan
2021-04-01,R3.4.1,10,市部,小金井市,都立,1.0,728440.03,,city ​​area,Metropolitan
2021-04-01,R3.4.1,11,市部,小平市,都立,2.0,161062.31,,city ​​area,Metropolitan
2021-04-01,R3.4.1,12,市部,日野市,都立,1.0,601372.54,,city ​​area,Metropolitan
2021-04-01,R3.4.1,13,市部,東村山市,都立,3.0,657462.91,,city ​​area,Metropolitan
2021-04-01,R3.4.1,14,市部,国分寺市,都立,2.0,135732.02,,city ​​area,Metropolitan
2021-04-01,R3.4.1,16,市部,福生市,都立,0.0,498.14,,city ​​area,Metropolitan
2021-04-01,R3.4.1,18,市部,東大和市,都立,2.0,386745.34,,city ​​area,Metropolitan
2021-04-01,R3.4.1,20,市部,東久留米市,都立,1.0,50112.04,,city ​​area,Metropolitan
2021-04-01,R3.4.1,21,市部,武蔵村山市,都立,1.0,1032863.72,,city ​​area,Metropolitan
2021-04-01,R3.4.1,22,市部,多摩市,都立,1.0,339322.38,,city ​​area,Metropolitan
2021-04-01,R3.4.1,25,市部,あきる野市,都立,1.0,118447.07,,city ​​area,Metropolitan
2021-04-01,R3.4.1,26,市部,西東京市,都立,1.0,102729.27,,city ​​area,Metropolitan
2021-04-01,R3.4.1,1,郡部,瑞穂町,都立,1.0,1047899.18,,county,Metropolitan
2021-04-01,R3.4.1,9,島部,小笠原村,都立,1.0,153125.94,,island part,Metropolitan
2021-04-01,R3.4.1,1,区部,千代田区,区市町村,22.0,104569.21,Chiyoda,Ward area,Ward municipality
2021-04-01,R3.4.1,2,区部,中央区,区市町村,58.0,337968.46,Chuo,Ward area,Ward municipality
2021-04-01,R3.4.1,3,区部,港区,区市町村,47.0,267289.0,Minato,Ward area,Ward municipality
2021-04-01,R3.4.1,4,区部,新宿区,区市町村,177.0,360802.28,Shinjuku,Ward area,Ward municipality
2021-04-01,R3.4.1,5,区部,文京区,区市町村,45.0,203327.33,Bunkyo,Ward area,Ward municipality
2021-04-01,R3.4.1,6,区部,台東区,区市町村,50.0,193301.37,Taito,Ward area,Ward municipality
2021-04-01,R3.4.1,7,区部,墨田区,区市町村,141.0,639914.31,Sumida,Ward area,Ward municipality
2021-04-01,R3.4.1,8,区部,江東区,区市町村,171.0,1157793.09,Koto,Ward area,Ward municipality
2021-04-01,R3.4.1,9,区部,品川区,区市町村,149.0,516886.55,Shinagawa,Ward area,Ward municipality
2021-04-01,R3.4.1,10,区部,目黒区,区市町村,83.0,350307.57,Meguro,Ward area,Ward municipality
2021-04-01,R3.4.1,11,区部,大田区,区市町村,509.0,2057755.66,Ota,Ward area,Ward municipality
2021-04-01,R3.4.1,12,区部,世田谷区,区市町村,430.0,1619226.81,Setagaya,Ward area,Ward municipality
2021-04-01,R3.4.1,13,区部,渋谷区,区市町村,129.0,173693.27,Shibuya,Ward area,Ward municipality
2021-04-01,R3.4.1,14,区部,中野区,区市町村,168.0,461369.49,Nakano,Ward area,Ward municipality
2021-04-01,R3.4.1,15,区部,杉並区,区市町村,281.0,632738.97,Suginami,Ward area,Ward municipality
2021-04-01,R3.4.1,16,区部,豊島区,区市町村,91.0,208660.95,Toshima,Ward area,Ward municipality
2021-04-01,R3.4.1,17,区部,北区,区市町村,83.0,895152.28,Kita,Ward area,Ward municipality
2021-04-01,R3.4.1,18,区部,荒川区,区市町村,36.0,224114.4,Arakawa,Ward area,Ward municipality
2021-04-01,R3.4.1,19,区部,板橋区,区市町村,344.0,1423761.04,Itabashi,Ward area,Ward municipality
2021-04-01,R3.4.1,20,区部,練馬区,区市町村,468.0,979003.14,Nerima,Ward area,Ward municipality
2021-04-01,R3.4.1,21,区部,足立区,区市町村,350.0,2241601.86,Adachi,Ward area,Ward municipality
2021-04-01,R3.4.1,22,区部,葛飾区,区市町村,153.0,917714.12,Katsushika,Ward area,Ward municipality
2021-04-01,R3.4.1,23,区部,江戸川区,区市町村,335.0,2137087.32,Edogawa,Ward area,Ward municipality
2021-04-01,R3.4.1,1,市部,八王子市,区市町村,804.0,5646939.0,,city ​​area,Ward municipality
2021-04-01,R3.4.1,2,市部,立川市,区市町村,99.0,585054.86,,city ​​area,Ward municipality
2021-04-01,R3.4.1,3,市部,武蔵野市,区市町村,113.0,198497.18,,city ​​area,Ward municipality
2021-04-01,R3.4.1,4,市部,三鷹市,区市町村,38.0,126131.32,,city ​​area,Ward municipality
2021-04-01,R3.4.1,5,市部,青梅市,区市町村,102.0,615353.06,,city ​​area,Ward municipality
2021-04-01,R3.4.1,6,市部,府中市,区市町村,272.0,1314939.99,,city ​​area,Ward municipality
2021-04-01,R3.4.1,7,市部,昭島市,区市町村,42.0,483297.97,,city ​​area,Ward municipality
2021-04-01,R3.4.1,8,市部,調布市,区市町村,206.0,292929.1,,city ​​area,Ward municipality
2021-04-01,R3.4.1,9,市部,町田市,区市町村,719.0,3328250.43,,city ​​area,Ward municipality
2021-04-01,R3.4.1,10,市部,小金井市,区市町村,11.0,67894.0,,city ​​area,Ward municipality
2021-04-01,R3.4.1,11,市部,小平市,区市町村,319.0,358798.0,,city ​​area,Ward municipality
2021-04-01,R3.4.1,12,市部,日野市,区市町村,204.0,722483.45,,city ​​area,Ward municipality
2021-04-01,R3.4.1,13,市部,東村山市,区市町村,19.0,139432.25,,city ​​area,Ward municipality
2021-04-01,R3.4.1,14,市部,国分寺市,区市町村,14.0,87844.4,,city ​​area,Ward municipality
2021-04-01,R3.4.1,15,市部,国立市,区市町村,25.0,154668.02,,city ​​area,Ward municipality
2021-04-01,R3.4.1,16,市部,福生市,区市町村,55.0,402102.39,,city ​​area,Ward municipality
2021-04-01,R3.4.1,17,市部,狛江市,区市町村,29.0,106902.88,,city ​​area,Ward municipality
2021-04-01,R3.4.1,18,市部,東大和市,区市町村,100.0,309392.92,,city ​​area,Ward municipality
2021-04-01,R3.4.1,19,市部,清瀬市,区市町村,4.0,50685.48,,city ​​area,Ward municipality
2021-04-01,R3.4.1,20,市部,東久留米市,区市町村,148.0,209211.75,,city ​​area,Ward municipality
2021-04-01,R3.4.1,21,市部,武蔵村山市,区市町村,18.0,220235.75,,city ​​area,Ward municipality
2021-04-01,R3.4.1,22,市部,多摩市,区市町村,208.0,2013522.73,,city ​​area,Ward municipality
2021-04-01,R3.4.1,23,市部,稲城市,区市町村,130.0,1016709.26,,city ​​area,Ward municipality
2021-04-01,R3.4.1,24,市部,羽村市,区市町村,71.0,338873.37,,city ​​area,Ward municipality
2021-04-01,R3.4.1,25,市部,あきる野市,区市町村,32.0,181039.74,,city ​​area,Ward municipality
2021-04-01,R3.4.1,26,市部,西東京市,区市町村,52.0,173001.35,,city ​​area,Ward municipality
2021-04-01,R3.4.1,1,郡部,瑞穂町,区市町村,55.0,171425.35,,county,Ward municipality
2021-04-01,R3.4.1,2,郡部,日の出町,区市町村,23.0,55644.7,,county,Ward municipality
2021-04-01,R3.4.1,1,島部,大島町,区市町村,2.0,68546.94,,island part,Ward municipality
2021-04-01,R3.4.1,2,島部,新島村,区市町村,4.0,12400.0,,island part,Ward municipality
2021-04-01,R3.4.1,4,島部,八丈町,区市町村,4.0,112971.38,,island part,Ward municipality
2021-04-01,R3.4.1,9,島部,小笠原村,区市町村,3.0,9406.68,,island part,Ward municipality
2021-04-01,R3.4.1,8,区部,江東区,国営,1.0,67000.0,Koto,Ward area,National government
2021-04-01,R3.4.1,2,市部,立川市,国営,1.0,1078000.0,,city ​​area,National government
2021-04-01,R3.4.1,7,市部,昭島市,国営,,616000.0,,city ​​area,National government
2021-04-01,R3.4.1,2,区部,中央区,海上,1.0,24513.27,Chuo,Ward area,sea
2021-04-01,R3.4.1,3,区部,港区,海上,3.0,541118.77,Minato,Ward area,sea
2021-04-01,R3.4.1,8,区部,江東区,海上,18.0,2682461.08,Koto,Ward area,sea
